x_over_c,Cp_alpha_-5.00,Cp_alpha_-4.00,Cp_alpha_-3.00,Cp_alpha_-2.00,Cp_alpha_-1.00,Cp_alpha_0.00,Cp_alpha_1.00,Cp_alpha_2.00,Cp_alpha_3.00,Cp_alpha_4.00,Cp_alpha_5.00,Cp_alpha_6.00,Cp_alpha_7.00,Cp_alpha_8.00,Cp_alpha_9.00,Cp_alpha_10.00
0.389718,-0.534308,-0.597096,-0.660151,-0.723396,-0.786754,-0.850148,-0.913501,-0.976735,-1.039773,-1.102540,-1.164957,-1.226949,-1.288441,-1.349357,-1.409624,-1.469168
0.405419,0.090948,0.040448,-0.010818,-0.062786,-0.115393,-0.168575,-0.222268,-0.276405,-0.330922,-0.385751,-0.440825,-0.496079,-0.551443,-0.606852,-0.662237,-0.717531
0.421150,-0.522904,-0.580816,-0.638828,-0.696869,-0.754869,-0.812757,-0.870462,-0.927914,-0.985043,-1.041780,-1.098055,-1.153800,-1.208946,-1.263427,-1.317177,-1.370129
0.436949,0.095238,0.048254,0.000674,-0.047443,-0.096038,-0.145053,-0.194427,-0.244101,-0.294013,-0.344104,-0.394311,-0.444575,-0.494833,-0.545024,-0.595088,-0.644963
0.452810,-0.514224,-0.567856,-0.621449,-0.674940,-0.728261,-0.781349,-0.834139,-0.886566,-0.938567,-0.990078,-1.041036,-1.091379,-1.141047,-1.189978,-1.238113,-1.285393
0.468715,0.099295,0.055492,0.011237,-0.033416,-0.078411,-0.123694,-0.169210,-0.214904,-0.260719,-0.306600,-0.352491,-0.398336,-0.444080,-0.489666,-0.535039,-0.580144
0.484649,-0.506270,-0.555988,-0.605550,-0.654896,-0.703966,-0.752700,-0.801038,-0.848922,-0.896293,-0.943094,-0.989268,-1.034758,-1.079508,-1.123465,-1.166575,-1.208785
0.500595,0.104598,0.063747,0.022567,-0.018891,-0.060576,-0.102438,-0.144427,-0.186489,-0.228576,-0.270634,-0.312614,-0.354463,-0.396131,-0.437567,-0.478721,-0.519542
0.516536,-0.498391,-0.544488,-0.590329,-0.635857,-0.681018,-0.725755,-0.770015,-0.813744,-0.856888,-0.899395,-0.941213,-0.982291,-1.022579,-1.062028,-1.100590,-1.138218
0.532458,0.111340,0.073249,0.034935,-0.003555,-0.042175,-0.080877,-0.119615,-0.158340,-0.197007,-0.235567,-0.273975,-0.312182,-0.350143,-0.387811,-0.425140,-0.462085
0.548342,-0.490472,-0.533199,-0.575584,-0.617573,-0.659116,-0.700162,-0.740662,-0.780566,-0.819825,-0.858392,-0.896220,-0.933262,-0.969473,-1.004810,-1.039229,-1.072688
0.564174,0.119543,0.084042,0.048409,0.012687,-0.023081,-0.058852,-0.094581,-0.130225,-0.165742,-0.201086,-0.236216,-0.271088,-0.305661,-0.339891,-0.373738,-0.407160
0.579937,-0.482529,-0.522107,-0.561266,-0.599960,-0.638142,-0.675763,-0.712780,-0.749147,-0.784819,-0.819753,-0.853906,-0.887237,-0.919706,-0.951272,-0.981897,-1.011544
0.595615,0.129187,0.096124,0.063006,0.029873,-0.003235,-0.036277,-0.069213,-0.102002,-0.134606,-0.166984,-0.199096,-0.230905,-0.262370,-0.293453,-0.324117,-0.354325
0.611192,-0.474619,-0.511243,-0.547384,-0.582999,-0.618044,-0.652476,-0.686253,-0.719335,-0.751681,-0.783251,-0.814007,-0.843912,-0.872929,-0.901023,-0.928160,-0.954306
0.626652,0.140259,0.109494,0.078740,0.048035,0.017415,-0.013081,-0.043417,-0.073555,-0.103460,-0.133093,-0.162421,-0.191405,-0.220012,-0.248207,-0.275955,-0.303222
0.641980,-0.466813,-0.500658,-0.533964,-0.566692,-0.598800,-0.630251,-0.661005,-0.691025,-0.720275,-0.748719,-0.776323,-0.803052,-0.828874,-0.853758,-0.877673,-0.900591
0.657161,0.152759,0.124164,0.095637,0.067213,0.038925,0.010809,-0.017101,-0.044772,-0.072169,-0.099259,-0.126009,-0.152386,-0.178359,-0.203896,-0.228965,-0.253536
0.672178,-0.459184,-0.490407,-0.521043,-0.551055,-0.580406,-0.609060,-0.636983,-0.664140,-0.690499,-0.716027,-0.740694,-0.764468,-0.787322,-0.809227,-0.830157,-0.850086
0.687018,0.166715,0.140173,0.113746,0.087467,0.061369,0.035482,0.009838,-0.015531,-0.040594,-0.065322,-0.089683,-0.113648,-0.137189,-0.160276,-0.182881,-0.204977
0.701664,-0.451810,-0.480551,-0.508664,-0.536114,-0.562867,-0.588890,-0.614153,-0.638624,-0.662274,-0.685073,-0.706994,-0.728011,-0.748097,-0.767228,-0.785381,-0.802534
0.716104,0.182179,0.157580,0.133138,0.108881,0.084840,0.061044,0.037522,0.014302,-0.008587,-0.031117,-0.053261,-0.074992,-0.096284,-0.117110,-0.137445,-0.157265
0.730321,-0.444772,-0.471159,-0.496881,-0.521907,-0.546205,-0.569746,-0.592502,-0.614445,-0.635547,-0.655784,-0.675131,-0.693564,-0.711060,-0.727599,-0.743160,-0.757724
0.744302,0.199232,0.176476,0.153910,0.131561,0.109457,0.087624,0.066089,0.044878,0.024018,0.003533,-0.016552,-0.036211,-0.055422,-0.074160,-0.092403,-0.110129
0.758033,-0.438168,-0.462316,-0.485767,-0.508493,-0.530465,-0.551656,-0.572042,-0.591597,-0.610298,-0.628121,-0.645045,-0.661050,-0.676115,-0.690223,-0.703355,-0.715498
0.771500,0.217985,0.196977,0.176187,0.155638,0.135358,0.115369,0.095697,0.076366,0.057398,0.038818,0.020648,0.002909,-0.014376,-0.031186,-0.047501,-0.063301
0.784690,-0.432124,-0.454136,-0.475423,-0.495960,-0.515721,-0.534683,-0.552821,-0.570115,-0.586544,-0.602086,-0.616723,-0.630438,-0.643213,-0.655033,-0.665884,-0.675752
0.797591,0.238580,0.219231,0.200121,0.181273,0.162710,0.144454,0.126529,0.108955,0.091754,0.074947,0.058555,0.042597,0.027093,0.012062,-0.002478,-0.016509
0.810188,-0.426804,-0.446773,-0.465994,-0.484443,-0.502098,-0.518936,-0.534938,-0.550084,-0.564355,-0.577735,-0.590206,-0.601754,-0.612365,-0.622025,-0.630723,-0.638449
0.822470,0.261194,0.243419,0.225899,0.208656,0.191710,0.175082,0.158792,0.142860,0.127306,0.112148,0.097406,0.083096,0.069236,0.055844,0.042935,0.030526
0.834425,-0.422437,-0.440449,-0.457691,-0.474143,-0.489784,-0.504595,-0.518558,-0.531657,-0.543875,-0.555198,-0.565611,-0.575102,-0.583659,-0.591272,-0.597932,-0.603631
0.846040,0.286044,0.269761,0.253745,0.238015,0.222590,0.207488,0.192728,0.178329,0.164307,0.150679,0.137463,0.124675,0.112329,0.100442,0.089027,0.078098
0.857305,-0.419345,-0.435476,-0.450819,-0.465354,-0.479066,-0.491935,-0.503948,-0.515090,-0.525346,-0.534705,-0.543154,-0.550684,-0.557286,-0.562951,-0.567672,-0.571445
0.868209,0.313400,0.298531,0.283934,0.269628,0.255629,0.241956,0.228624,0.215649,0.203048,0.190836,0.179028,0.167637,0.156679,0.146167,0.136112,0.126528
0.878740,-0.417989,-0.432307,-0.445821,-0.458513,-0.470369,-0.481373,-0.491513,-0.500775,-0.509150,-0.516625,-0.523193,-0.528846,-0.533576,-0.537377,-0.540246,-0.542179
0.888890,0.343601,0.330067,0.316807,0.303837,0.291173,0.278830,0.266824,0.255170,0.243880,0.232970,0.222452,0.212339,0.202644,0.193378,0.184553,0.176179
0.898646,-0.419036,-0.431603,-0.443350,-0.454262,-0.464326,-0.473530,-0.481862,-0.489313,-0.495873,-0.501534,-0.506289,-0.510133,-0.513061,-0.515069,-0.516155,-0.516318
0.908001,0.377080,0.364802,0.352795,0.341074,0.329653,0.318545,0.307764,0.297324,0.287236,0.277514,0.268170,0.259213,0.250657,0.242510,0.234783,0.227486
0.916946,-0.423475,-0.434344,-0.444377,-0.453562,-0.461888,-0.469344,-0.475923,-0.481615,-0.486414,-0.490313,-0.493309,-0.495397,-0.496576,-0.496842,-0.496197,-0.494641
0.925470,0.414402,0.403302,0.392465,0.381903,0.371630,0.361659,0.352001,0.342668,0.333671,0.325022,0.316731,0.308808,0.301263,0.294105,0.287343,0.280984
0.933567,-0.432814,-0.442025,-0.450385,-0.457883,-0.464510,-0.470258,-0.475120,-0.479090,-0.482163,-0.484336,-0.485605,-0.485970,-0.485429,-0.483984,-0.481636,-0.478388
0.941229,0.456322,0.446319,0.436566,0.427073,0.417853,0.408917,0.400275,0.391939,0.383918,0.376222,0.368861,0.361843,0.355178,0.348872,0.342934,0.337372
0.948448,-0.449431,-0.457013,-0.463724,-0.469558,-0.474506,-0.478562,-0.481723,-0.483983,-0.485340,-0.485793,-0.485341,-0.483984,-0.481724,-0.478564,-0.474508,-0.469560
0.955217,0.503862,0.494874,0.486115,0.477597,0.469330,0.461324,0.453588,0.446132,0.438966,0.432097,0.425535,0.419287,0.413360,0.407763,0.402502,0.397582
0.961529,-0.477273,-0.483229,-0.488291,-0.492454,-0.495713,-0.498063,-0.499502,-0.500027,-0.499639,-0.498337,-0.496124,-0.493002,-0.488974,-0.484046,-0.478224,-0.471515
0.967380,0.558412,0.550355,0.542502,0.534861,0.527443,0.520257,0.513311,0.506613,0.500172,0.493996,0.488092,0.482467,0.477129,0.472083,0.467336,0.462894
0.972762,-0.523358,-0.527652,-0.531020,-0.533458,-0.534964,-0.535535,-0.535170,-0.533871,-0.531638,-0.528474,-0.524384,-0.519372,-0.513444,-0.506608,-0.498871,-0.490244
0.977672,0.621866,0.614660,0.607624,0.600764,0.594091,0.587612,0.581334,0.575266,0.569415,0.563788,0.558392,0.553233,0.548318,0.543653,0.539243,0.535094
0.982104,-0.601564,-0.604079,-0.605618,-0.606180,-0.605763,-0.604368,-0.601997,-0.598652,-0.594338,-0.589061,-0.582825,-0.575640,-0.567513,-0.558455,-0.548477,-0.537591
0.986054,0.696805,0.690390,0.684098,0.677937,0.671916,0.666040,0.660317,0.654754,0.649358,0.644135,0.639092,0.634235,0.629570,0.625102,0.620837,0.616780
0.989519,-0.744324,-0.744744,-0.744101,-0.742396,-0.739631,-0.735809,-0.730936,-0.725016,-0.718058,-0.710069,-0.701060,-0.691041,-0.680024,-0.668024,-0.655054,-0.641131
0.992495,0.786748,0.781136,0.775585,0.770104,0.764698,0.759375,0.754140,0.749000,0.743961,0.739030,0.734212,0.729513,0.724940,0.720497,0.716190,0.712024
0.994979,-1.050052,-1.047429,-1.043562,-1.038454,-1.032113,-1.024545,-1.015761,-1.005771,-0.994587,-0.982222,-0.968693,-0.954014,-0.938205,-0.921284,-0.903272,-0.884192
0.996969,0.895292,0.890793,0.886267,0.881720,0.877157,0.872583,0.868006,0.863429,0.858859,0.854301,0.849761,0.845244,0.840756,0.836302,0.831888,0.827518
0.998463,-1.988285,-1.978424,-1.966767,-1.953331,-1.938129,-1.921182,-1.902510,-1.882135,-1.860083,-1.836380,-1.811055,-1.784139,-1.755665,-1.725667,-1.694183,-1.661249
0.999460,0.999513,0.998993,0.998287,0.997397,0.996323,0.995066,0.993628,0.992011,0.990217,0.988247,0.986105,0.983793,0.981314,0.978671,0.975866,0.972904
