x_over_c,Cp_alpha_-5.00,Cp_alpha_-4.00,Cp_alpha_-3.00,Cp_alpha_-2.00,Cp_alpha_-1.00,Cp_alpha_0.00,Cp_alpha_1.00,Cp_alpha_2.00,Cp_alpha_3.00,Cp_alpha_4.00,Cp_alpha_5.00,Cp_alpha_6.00,Cp_alpha_7.00,Cp_alpha_8.00,Cp_alpha_9.00,Cp_alpha_10.00,Cp_alpha_11.00,Cp_alpha_12.00,Cp_alpha_13.00,Cp_alpha_14.00,Cp_alpha_15.00,Cp_alpha_16.00,Cp_alpha_17.00,Cp_alpha_18.00,Cp_alpha_19.00,Cp_alpha_20.00
0.967011,0.538335,0.541734,0.545398,0.549323,0.553505,0.557937,0.562616,0.567535,0.572688,0.578068,0.583670,0.589487,0.595510,0.601734,0.608150,0.614751,0.621529,0.628475,0.635580,0.642837,0.650236,0.657769,0.665426,0.673198,0.681075,0.689048
0.961114,-0.460434,-0.455844,-0.450376,-0.444036,-0.436833,-0.428774,-0.419870,-0.410132,-0.399572,-0.388202,-0.376036,-0.363089,-0.349377,-0.334917,-0.319726,-0.303822,-0.287225,-0.269956,-0.252035,-0.233484,-0.214326,-0.194584,-0.174282,-0.153445,-0.132098,-0.110268
0.954753,0.481120,0.485300,0.489776,0.494542,0.499592,0.504920,0.510519,0.516383,0.522504,0.528876,0.535489,0.542337,0.549411,0.556702,0.564201,0.571899,0.579787,0.587856,0.596095,0.604494,0.613043,0.621732,0.630550,0.639487,0.648531,0.657671
0.947934,-0.440588,-0.434829,-0.428208,-0.420735,-0.412418,-0.403268,-0.393295,-0.382513,-0.370933,-0.358571,-0.345440,-0.331558,-0.316942,-0.301608,-0.285575,-0.268864,-0.251495,-0.233488,-0.214865,-0.195650,-0.175866,-0.155536,-0.134686,-0.113341,-0.091527,-0.069270
0.940664,0.430406,0.435469,0.440852,0.446548,0.452550,0.458851,0.465444,0.472319,0.479470,0.486886,0.494560,0.502481,0.510641,0.519028,0.527634,0.536447,0.545457,0.554652,0.564022,0.573555,0.583239,0.593064,0.603015,0.613083,0.623254,0.633516
0.932950,-0.431659,-0.424647,-0.416786,-0.408086,-0.398558,-0.388214,-0.377065,-0.365126,-0.352411,-0.338936,-0.324716,-0.309770,-0.294116,-0.277772,-0.260758,-0.243096,-0.224806,-0.205912,-0.186435,-0.166401,-0.145832,-0.124755,-0.103195,-0.081178,-0.058731,-0.035881
0.924800,0.384743,0.390781,0.397158,0.403867,0.410899,0.418246,0.425899,0.433849,0.442086,0.450600,0.459381,0.468418,0.477699,0.487214,0.496951,0.506898,0.517043,0.527374,0.537878,0.548542,0.559354,0.570299,0.581365,0.592539,0.603806,0.615154
0.916222,-0.430061,-0.421717,-0.412534,-0.402524,-0.391697,-0.380068,-0.367651,-0.354461,-0.340513,-0.325826,-0.310416,-0.294302,-0.277505,-0.260045,-0.241942,-0.223220,-0.203900,-0.184006,-0.163564,-0.142596,-0.121130,-0.099190,-0.076805,-0.054001,-0.030806,-0.007247
0.907225,0.343055,0.350153,0.357607,0.365407,0.373544,0.382007,0.390786,0.399871,0.409250,0.418913,0.428847,0.439040,0.449480,0.460155,0.471050,0.482153,0.493450,0.504928,0.516573,0.528370,0.540304,0.552363,0.564530,0.576791,0.589131,0.601535
0.897818,-0.433664,-0.423910,-0.413324,-0.401921,-0.389713,-0.376716,-0.362945,-0.348418,-0.333151,-0.317164,-0.300476,-0.283107,-0.265079,-0.246413,-0.227132,-0.207260,-0.186821,-0.165839,-0.144341,-0.122353,-0.099900,-0.077012,-0.053715,-0.030038,-0.006009,0.018341
0.888010,0.304531,0.312774,0.321385,0.330352,0.339665,0.349312,0.359281,0.369561,0.380139,0.391001,0.402135,0.413527,0.425163,0.437029,0.449111,0.461394,0.473863,0.486502,0.499296,0.512231,0.525289,0.538455,0.551713,0.565047,0.578441,0.591878
0.877812,-0.441150,-0.429905,-0.417836,-0.404959,-0.391288,-0.376841,-0.361635,-0.345689,-0.329022,-0.311654,-0.293606,-0.274902,-0.255562,-0.235611,-0.215074,-0.193975,-0.172340,-0.150194,-0.127567,-0.104484,-0.080974,-0.057065,-0.032788,-0.008170,0.016757,0.041963
0.867233,0.268545,0.278017,0.287864,0.298075,0.308636,0.319535,0.330758,0.342293,0.354124,0.366238,0.378620,0.391254,0.404125,0.417218,0.430517,0.444005,0.457665,0.471482,0.485439,0.499518,0.513702,0.527975,0.542318,0.556714,0.571146,0.585595
0.856284,-0.451687,-0.438867,-0.425231,-0.410796,-0.395580,-0.379600,-0.362877,-0.345431,-0.327283,-0.308456,-0.288971,-0.268854,-0.248128,-0.226818,-0.204951,-0.182554,-0.159653,-0.136277,-0.112453,-0.088212,-0.063582,-0.038593,-0.013277,0.012337,0.038216,0.064330
0.844977,0.234599,0.245384,0.256549,0.268079,0.279962,0.292183,0.304727,0.317578,0.330721,0.344140,0.357818,0.371740,0.385887,0.400243,0.414790,0.429511,0.444387,0.459400,0.474533,0.489766,0.505082,0.520461,0.535885,0.551334,0.566791,0.582236
0.833322,-0.464748,-0.450263,-0.434972,-0.418892,-0.402043,-0.384446,-0.366122,-0.347094,-0.327384,-0.307017,-0.286017,-0.264411,-0.242224,-0.219483,-0.196217,-0.172453,-0.148221,-0.123549,-0.098469,-0.073010,-0.047203,-0.021081,0.005325,0.031984,0.058861,0.085926
0.821331,0.202285,0.214469,0.227034,0.239965,0.253246,0.266861,0.280793,0.295025,0.309540,0.324320,0.339347,0.354603,0.370070,0.385728,0.401558,0.417541,0.433658,0.449889,0.466215,0.482614,0.499068,0.515556,0.532058,0.548555,0.565025,0.581449
0.809017,-0.480005,-0.463760,-0.446718,-0.428900,-0.410327,-0.391022,-0.371009,-0.350312,-0.328956,-0.306967,-0.284373,-0.261199,-0.237476,-0.213231,-0.188495,-0.163296,-0.137667,-0.111638,-0.085241,-0.058508,-0.031472,-0.004166,0.023378,0.051125,0.079042,0.107095
0.796391,0.171254,0.184929,0.198983,0.213398,0.228156,0.243241,0.258634,0.274315,0.290265,0.306466,0.322898,0.339540,0.356372,0.373374,0.390525,0.407804,0.425190,0.442661,0.460198,0.477777,0.495378,0.512980,0.530561,0.548099,0.565573,0.582962
0.783467,-0.497266,-0.479156,-0.460262,-0.440605,-0.420209,-0.399101,-0.377304,-0.354846,-0.331755,-0.308057,-0.283783,-0.258961,-0.233623,-0.207798,-0.181519,-0.154817,-0.127724,-0.100275,-0.072502,-0.044439,-0.016120,0.012420,0.041146,0.070023,0.099017,0.128092
0.770257,0.141204,0.156467,0.172103,0.188091,0.204414,0.221050,0.237980,0.255183,0.272638,0.290324,0.308220,0.326302,0.344550,0.362942,0.381454,0.400064,0.418750,0.437488,0.456257,0.475032,0.493792,0.512514,0.531173,0.549749,0.568218,0.586557
0.756776,-0.516436,-0.496348,-0.475488,-0.453882,-0.431557,-0.408539,-0.384857,-0.360539,-0.335616,-0.310116,-0.284072,-0.257516,-0.230478,-0.202994,-0.175095,-0.146816,-0.118192,-0.089257,-0.060047,-0.030596,-0.000942,0.028880,0.058834,0.088882,0.118989,0.149118
0.743035,0.111867,0.128823,0.146141,0.163800,0.181778,0.200054,0.218606,0.237410,0.256443,0.275684,0.295107,0.314691,0.334409,0.354240,0.374157,0.394138,0.414158,0.434193,0.454217,0.474207,0.494138,0.513987,0.533728,0.553338,0.572793,0.592069
0.729050,-0.537488,-0.515295,-0.492346,-0.468671,-0.444298,-0.419256,-0.393577,-0.367290,-0.340430,-0.313027,-0.285116,-0.256730,-0.227904,-0.198674,-0.169074,-0.139142,-0.108912,-0.078423,-0.047711,-0.016814,0.014230,0.045385,0.076611,0.107871,0.139127,0.170340
0.714835,0.083001,0.101764,0.120874,0.140309,0.160044,0.180055,0.200319,0.220810,0.241503,0.262374,0.283397,0.304546,0.325795,0.347119,0.368492,0.389887,0.411278,0.432640,0.453946,0.475171,0.496288,0.517272,0.538098,0.558739,0.579171,0.599369
0.700402,-0.560444,-0.536005,-0.510831,-0.484953,-0.458401,-0.431209,-0.403408,-0.375034,-0.346121,-0.316704,-0.286819,-0.256502,-0.225790,-0.194721,-0.163333,-0.131663,-0.099750,-0.067634,-0.035353,-0.002946,0.029546,0.062085,0.094630,0.127142,0.159582,0.191910
0.685768,0.054388,0.075083,0.096106,0.117431,0.139033,0.160885,0.182961,0.205234,0.227676,0.250261,0.272960,0.295746,0.318592,0.341469,0.364350,0.387206,0.410010,0.432735,0.455352,0.477833,0.500152,0.522282,0.544195,0.565864,0.587263,0.608367
0.670947,-0.585362,-0.558521,-0.530968,-0.502737,-0.473862,-0.444378,-0.414321,-0.383728,-0.352635,-0.321081,-0.289105,-0.256745,-0.224040,-0.191031,-0.157758,-0.124260,-0.090580,-0.056758,-0.022835,0.011147,0.045147,0.079124,0.113036,0.146842,0.180501,0.213971
0.655954,0.025829,0.048594,0.071663,0.095007,0.118598,0.142407,0.166406,0.190564,0.214853,0.239243,0.263704,0.288206,0.312720,0.337215,0.361663,0.386032,0.410294,0.434419,0.458377,0.482139,0.505677,0.528961,0.551963,0.574656,0.597011,0.619002
0.640803,-0.612324,-0.582906,-0.552804,-0.522054,-0.490693,-0.458761,-0.426295,-0.393336,-0.359923,-0.326098,-0.291901,-0.257374,-0.222559,-0.187499,-0.152237,-0.116814,-0.081275,-0.045663,-0.010021,0.025608,0.061179,0.096651,0.131978,0.167120,0.202031,0.236671
0.625511,-0.002851,0.022138,0.047399,0.072903,0.098618,0.124512,0.150555,0.176714,0.202957,0.229253,0.255569,0.281874,0.308135,0.334320,0.360398,0.386336,0.412104,0.437669,0.463001,0.488069,0.512841,0.537289,0.561381,0.585090,0.608385,0.631239
0.610092,-0.641431,-0.609239,-0.576395,-0.542939,-0.508913,-0.474357,-0.439314,-0.403826,-0.367937,-0.331690,-0.295130,-0.258300,-0.221247,-0.184015,-0.146649,-0.109195,-0.071698,-0.034205,0.003239,0.040589,0.077799,0.114823,0.151617,0.188135,0.224334,0.260168
0.594563,-0.031811,-0.004427,0.023192,0.051012,0.079001,0.107122,0.135344,0.163630,0.191947,0.220259,0.248533,0.276735,0.304829,0.332781,0.360558,0.388126,0.415450,0.442498,0.469237,0.495634,0.521658,0.547275,0.572456,0.597168,0.621384,0.645072
0.578938,-0.672794,-0.637606,-0.601805,-0.565435,-0.528540,-0.491165,-0.453355,-0.415158,-0.376618,-0.337784,-0.298702,-0.259421,-0.219987,-0.180449,-0.140856,-0.101255,-0.061694,-0.022222,0.017112,0.056262,0.095179,0.133816,0.172127,0.210063,0.247580,0.284630
0.563233,-0.061184,-0.031215,-0.001057,0.029255,0.059683,0.090190,0.120739,0.151293,0.181814,0.212266,0.242610,0.272811,0.302831,0.332634,0.362184,0.391444,0.420379,0.448953,0.477133,0.504882,0.532169,0.558959,0.585219,0.610919,0.636026,0.660510
0.547465,-0.706532,-0.668098,-0.629097,-0.589577,-0.549586,-0.509173,-0.468387,-0.427278,-0.385895,-0.344289,-0.302511,-0.260612,-0.218642,-0.176654,-0.134697,-0.092824,-0.051085,-0.009530,0.031788,0.072821,0.113517,0.153828,0.193704,0.233097,0.271959,0.310242
0.531649,-0.091086,-0.058319,-0.025416,0.007582,0.040635,0.073702,0.106744,0.139720,0.172589,0.205313,0.237850,0.270162,0.302209,0.333952,0.365352,0.396371,0.426971,0.457115,0.486767,0.515889,0.544447,0.572406,0.599731,0.626390,0.652350,0.677579
0.515801,-0.742767,-0.700805,-0.658332,-0.615398,-0.572056,-0.528359,-0.484361,-0.440114,-0.395673,-0.351091,-0.306424,-0.261725,-0.217049,-0.172451,-0.127984,-0.083704,-0.039663,0.004084,0.047485,0.090485,0.133034,0.175079,0.216568,0.257452,0.297680,0.337204
0.499937,-0.121609,-0.085803,-0.049928,-0.014027,0.021856,0.057678,0.093395,0.128964,0.164340,0.199481,0.234345,0.268888,0.303069,0.336846,0.370178,0.403024,0.435344,0.467099,0.498251,0.528760,0.558590,0.587705,0.616069,0.643648,0.670408,0.696316
0.484073,-0.781627,-0.735819,-0.689564,-0.642918,-0.595939,-0.548683,-0.501209,-0.453573,-0.405835,-0.358051,-0.310281,-0.262582,-0.215014,-0.167632,-0.120496,-0.073663,-0.027190,0.018867,0.064451,0.109507,0.153980,0.197815,0.240961,0.283363,0.324970,0.365731
0.468225,-0.152822,-0.113710,-0.074608,-0.035561,0.003383,0.042175,0.080769,0.119117,0.157174,0.194892,0.232226,0.269130,0.305559,0.341469,0.376816,0.411557,0.445650,0.479053,0.511725,0.543627,0.574719,0.604965,0.634327,0.662768,0.690256,0.716755
0.452409,-0.823246,-0.773230,-0.722844,-0.672151,-0.621211,-0.570087,-0.518841,-0.467536,-0.416234,-0.364998,-0.313889,-0.262971,-0.212305,-0.161952,-0.111976,-0.062435,-0.013392,0.035096,0.082968,0.130166,0.176633,0.222312,0.267148,0.311086,0.354071,0.396053
0.436641,-0.184774,-0.142055,-0.099438,-0.056974,-0.014716,0.027286,0.068980,0.110315,0.151241,0.191708,0.231667,0.271069,0.309866,0.348011,0.385457,0.422159,0.458072,0.493152,0.527357,0.560644,0.592974,0.624307,0.654604,0.683830,0.711947,0.738923
0.420936,-0.867764,-0.813130,-0.758218,-0.703097,-0.647833,-0.592493,-0.537145,-0.481856,-0.426694,-0.371726,-0.317019,-0.262639,-0.208653,-0.155127,-0.102125,-0.049713,0.002047,0.053090,0.103354,0.152779,0.201304,0.248871,0.295420,0.340895,0.385242,0.428405
0.405311,-0.217497,-0.170831,-0.124377,-0.078193,-0.032334,0.013143,0.058183,0.102731,0.146733,0.190135,0.232885,0.274930,0.316219,0.356702,0.396330,0.435053,0.472826,0.509602,0.545336,0.579984,0.613505,0.645857,0.677002,0.706901,0.735518,0.762818
0.389782,-0.915341,-0.855620,-0.795733,-0.735753,-0.675752,-0.615804,-0.555981,-0.496358,-0.437005,-0.377997,-0.319403,-0.261297,-0.203748,-0.146828,-0.090604,-0.035146,0.019479,0.073204,0.125964,0.177694,0.228332,0.277816,0.326085,0.373081,0.418746,0.463025
0.374363,-0.251005,-0.200006,-0.149354,-0.099108,-0.049331,-0.000084,0.048575,0.096585,0.143888,0.190426,0.236143,0.280983,0.324891,0.367814,0.409699,0.450496,0.490155,0.528627,0.565866,0.601826,0.636464,0.669737,0.701604,0.732028,0.760970,0.788395
0.359071,-0.966159,-0.900817,-0.835440,-0.770110,-0.704905,-0.639905,-0.575188,-0.510835,-0.446922,-0.383529,-0.320732,-0.258608,-0.197233,-0.136681,-0.077026,-0.018340,0.039304,0.095836,0.151188,0.205293,0.258083,0.309496,0.359468,0.407938,0.454848,0.500140
0.343920,-0.285303,-0.229535,-0.174273,-0.119582,-0.065530,-0.012183,0.040396,0.092140,0.142988,0.192877,0.241748,0.289539,0.336193,0.381653,0.425864,0.468772,0.510324,0.550471,0.589162,0.626351,0.661993,0.696044,0.728462,0.759209,0.788246,0.815539
0.328927,-1.020443,-0.948863,-0.877408,-0.806166,-0.735223,-0.664665,-0.594580,-0.525051,-0.456165,-0.388004,-0.320652,-0.254190,-0.188701,-0.124263,-0.060955,0.001146,0.061964,0.121425,0.179456,0.235987,0.290949,0.344276,0.395901,0.445762,0.493799,0.539953
0.314106,-0.320392,-0.259357,-0.199018,-0.139448,-0.080719,-0.022904,0.033928,0.089707,0.144365,0.197836,0.250054,0.300956,0.350480,0.398566,0.445154,0.490189,0.533615,0.575379,0.615431,0.653722,0.690205,0.724835,0.757571,0.788372,0.817201,0.844023
0.299472,-1.078477,-0.999945,-0.921730,-0.843929,-0.766636,-0.689944,-0.613949,-0.538741,-0.464413,-0.391055,-0.318757,-0.247606,-0.177690,-0.109094,-0.041900,0.023808,0.087951,0.150451,0.211232,0.270219,0.327341,0.382528,0.435713,0.486831,0.535820,0.582620
0.285040,-0.356279,-0.289404,-0.223455,-0.158511,-0.094653,-0.031957,0.029500,0.089644,0.148400,0.205697,0.261465,0.315638,0.368147,0.418931,0.467925,0.515072,0.560314,0.603594,0.644862,0.684065,0.721158,0.756094,0.788830,0.819328,0.847550,0.873461
0.270824,-1.140630,-1.054312,-0.968546,-0.883435,-0.799083,-0.715593,-0.633067,-0.551605,-0.471306,-0.392269,-0.314589,-0.238362,-0.163679,-0.090633,-0.019312,0.050197,0.117810,0.183443,0.247018,0.308456,0.367682,0.424625,0.479216,0.531387,0.581075,0.628219
0.256839,-0.392990,-0.319612,-0.247437,-0.176554,-0.107049,-0.039006,0.027492,0.092362,0.155528,0.216911,0.276437,0.334033,0.389629,0.443157,0.494553,0.543753,0.590698,0.635330,0.677595,0.717442,0.754822,0.789689,0.822001,0.851718,0.878805,0.903229
0.243098,-1.207393,-1.112307,-1.018057,-0.924756,-0.832520,-0.741460,-0.651686,-0.563310,-0.476437,-0.391174,-0.307625,-0.225892,-0.146074,-0.068269,0.007429,0.080928,0.152138,0.220972,0.287346,0.351179,0.412395,0.470917,0.526675,0.579602,0.629631,0.676703
0.229617,-0.430584,-0.349926,-0.270810,-0.193333,-0.117588,-0.043669,0.028334,0.098335,0.166247,0.231989,0.295479,0.356640,0.415399,0.471683,0.525424,0.576556,0.625017,0.670748,0.713693,0.753801,0.791021,0.825310,0.856624,0.884926,0.910181,0.932359
0.216407,-1.279422,-1.174397,-1.070556,-0.968026,-0.866931,-0.767394,-0.669538,-0.573481,-0.479340,-0.387229,-0.297262,-0.209548,-0.124193,-0.041302,0.039024,0.116689,0.191596,0.263655,0.332777,0.398880,0.461881,0.521705,0.578278,0.631532,0.681402,0.727827
0.203483,-0.469171,-0.380314,-0.293415,-0.208580,-0.125911,-0.045509,0.032528,0.108104,0.181127,0.251510,0.319165,0.384011,0.445968,0.504961,0.560918,0.613771,0.663455,0.709911,0.753080,0.792912,0.829357,0.862370,0.891913,0.917947,0.940443,0.959373
0.190858,-1.357601,-1.241222,-1.126459,-1.013451,-0.902336,-0.793249,-0.686323,-0.581689,-0.479474,-0.379802,-0.282795,-0.188571,-0.097245,-0.008928,0.076272,0.158252,0.236911,0.312154,0.383889,0.452029,0.516490,0.577194,0.634068,0.687041,0.736050,0.781035
0.178543,-0.508934,-0.410779,-0.315094,-0.221997,-0.131601,-0.044015,0.040653,0.122300,0.200827,0.276138,0.348141,0.416748,0.481877,0.543448,0.601385,0.655618,0.706081,0.752712,0.795456,0.834259,0.869074,0.899859,0.926576,0.949194,0.967683,0.982023
0.166553,-1.443113,-1.313650,-1.186340,-1.061340,-0.938800,-0.818871,-0.701699,-0.587426,-0.476192,-0.368132,-0.263377,-0.162056,-0.064292,0.029796,0.120094,0.206491,0.288882,0.367167,0.441250,0.511041,0.576456,0.637414,0.693841,0.745668,0.792832,0.835277
0.154898,-0.550156,-0.441362,-0.335682,-0.233242,-0.134168,-0.038581,0.053403,0.141671,0.226117,0.306638,0.383135,0.455515,0.523689,0.587576,0.647097,0.702179,0.752755,0.798765,0.840151,0.876863,0.908857,0.936094,0.958540,0.976168,0.988956,0.996890
0.143590,-1.537550,-1.392848,-1.250981,-1.112119,-0.976433,-0.844088,-0.715246,-0.590062,-0.468690,-0.351278,-0.237969,-0.128900,-0.024204,0.075990,0.171561,0.262393,0.348374,0.429400,0.505372,0.576199,0.641792,0.702073,0.756968,0.806410,0.850339,0.888702
0.132641,-0.593238,-0.472153,-0.354993,-0.241900,-0.133011,-0.028460,0.071627,0.167126,0.257923,0.343906,0.424971,0.501018,0.571956,0.637697,0.698162,0.753277,0.802975,0.847195,0.885883,0.918992,0.946483,0.968321,0.984480,0.994939,0.999688,0.998719
0.122062,-1.643038,-1.480373,-1.321412,-1.166349,-1.015371,-0.868664,-0.726406,-0.588770,-0.455924,-0.328030,-0.205244,-0.087715,0.024414,0.131006,0.231930,0.327065,0.416295,0.499509,0.576608,0.647497,0.712090,0.770308,0.822080,0.867343,0.906042,0.938131
0.111864,-0.638730,-0.503277,-0.372791,-0.247430,-0.127348,-0.012691,0.096402,0.199797,0.297369,0.388998,0.474574,0.553991,0.627153,0.693971,0.754364,0.808258,0.855587,0.896293,0.930327,0.957648,0.978222,0.992025,0.999038,0.999255,0.992674,0.979304
0.102056,-1.762410,-1.578270,-1.398965,-1.224715,-1.055730,-0.892218,-0.734376,-0.582399,-0.436470,-0.296768,-0.163462,-0.036716,0.083317,0.196490,0.302665,0.401713,0.493514,0.577954,0.654933,0.724355,0.786136,0.840201,0.886484,0.924929,0.955489,0.978126
0.092649,-0.687337,-0.534858,-0.388710,-0.249069,-0.116107,0.010015,0.129143,0.241133,0.345847,0.443158,0.532948,0.615107,0.689534,0.756141,0.814844,0.865573,0.908266,0.942870,0.969345,0.987656,0.997783,0.999713,0.993443,0.978981,0.956345,0.925562
0.083652,-1.899410,-1.689178,-1.485281,-1.287970,-1.097483,-0.914053,-0.737904,-0.569250,-0.408296,-0.255239,-0.110266,0.026448,0.154736,0.274440,0.385417,0.487529,0.580654,0.664677,0.739495,0.805019,0.861168,0.907874,0.945079,0.972738,0.990819,0.999298
0.075074,-0.739879,-0.566920,-0.402109,-0.245650,-0.097731,0.041467,0.171773,0.293031,0.405091,0.507817,0.601084,0.684778,0.758798,0.823053,0.877465,0.921968,0.956507,0.981040,0.995538,0.999983,0.994369,0.978703,0.953005,0.917305,0.871648,0.816088
0.066924,-2.058903,-1.816386,-1.582240,-1.356752,-1.140194,-0.932832,-0.734919,-0.546694,-0.368388,-0.200218,-0.042388,0.104909,0.241493,0.367199,0.481872,0.585374,0.677578,0.758372,0.827658,0.885351,0.931380,0.965690,0.988239,0.998999,0.997958,0.985116
0.059210,-0.797148,-0.599136,-0.411764,-0.235258,-0.069835,0.084305,0.226973,0.357996,0.477213,0.584481,0.679668,0.762657,0.833349,0.891657,0.937509,0.970851,0.991641,0.999854,0.995480,0.978524,0.949007,0.906965,0.852450,0.785527,0.706278,0.614800
0.051940,-2.246958,-1.963688,-1.691624,-1.431097,-1.182425,-0.945910,-0.721841,-0.510492,-0.312118,-0.126963,0.044749,0.202808,0.347022,0.477214,0.593227,0.694919,0.782166,0.854861,0.912917,0.956262,0.984844,0.998628,0.997596,0.981751,0.951112,0.905715
0.045121,-0.859434,-0.630258,-0.415223,-0.214591,-0.028607,0.142503,0.298530,0.439284,0.564594,0.674306,0.768288,0.846425,0.908621,0.954801,0.984909,0.998907,0.996780,0.978528,0.944176,0.893764,0.827354,0.745026,0.646882,0.533040,0.403640,0.258839
0.038760,-2.470370,-2.134586,-1.814074,-1.509225,-1.220409,-0.947979,-0.692267,-0.453585,-0.232222,-0.028449,0.157486,0.325356,0.474958,0.606108,0.718647,0.812437,0.887365,0.943340,0.980292,0.998177,0.996974,0.976683,0.937329,0.878961,0.801650,0.705489
0.032863,-0.925240,-0.656731,-0.407448,-0.177694,0.032250,0.222130,0.391713,0.540793,0.669188,0.776742,0.863325,0.928829,0.973176,0.996312,0.998208,0.978862,0.938297,0.876564,0.793737,0.689917,0.565231,0.419830,0.253892,0.067619,-0.138762,-0.365001
0.027437,-2.734228,-2.329537,-1.946142,-1.584509,-1.245081,-0.928269,-0.634461,-0.364013,-0.117257,0.105509,0.304012,0.478010,0.627292,0.751675,0.851009,0.925172,0.974073,0.997654,0.995884,0.968768,0.916337,0.838656,0.735818,0.607951,0.455208,0.277777
0.022486,-0.987787,-0.669410,-0.377877,-0.113544,0.123266,0.332266,0.513200,0.665848,0.790025,0.885578,0.952392,0.990385,0.999511,0.979758,0.931152,0.853750,0.747647,0.612973,0.449892,0.258601,0.039336,-0.207639,-0.482021,-0.783476,-1.111637,-1.466105
0.018016,-3.033282,-2.537520,-2.072248,-1.638034,-1.235405,-0.864854,-0.526830,-0.221747,0.050024,0.288153,0.492349,0.662362,0.797987,0.899058,0.965452,0.997087,0.993925,0.955971,0.883270,0.775911,0.634025,0.457784,0.247404,0.003140,-0.274710,-0.585806
0.014031,-1.025833,-0.645814,-0.304341,-0.001829,0.261353,0.484885,0.668493,0.811954,0.915094,0.977787,0.999956,0.981574,0.922664,0.823298,0.683596,0.503730,0.283917,0.024426,-0.274427,-0.612278,-0.988716,-1.403281,-1.855469,-2.344728,-2.870464,-3.432034
0.010536,-3.325191,-2.712298,-2.144127,-1.621370,-1.144665,-0.714592,-0.331674,0.003620,0.290883,0.529766,0.719976,0.861282,0.953512,0.996553,0.990354,0.934922,0.830323,0.676686,0.474199,0.223106,-0.076285,-0.423609,-0.818445,-1.260309,-1.748666,-2.282918
0.007533,-0.982028,-0.534393,-0.143167,0.191174,0.468221,0.687638,0.849157,0.952581,0.997785,0.984713,0.913381,0.783876,0.596356,0.351049,0.048255,-0.311659,-0.728253,-1.201019,-1.729383,-2.312699,-2.950258,-3.641283,-4.384931,-5.180298,-6.026412,-6.922245
0.005026,-3.462005,-2.717298,-2.038487,-1.426401,-0.881785,-0.405302,0.002466,0.341023,0.609957,0.808940,0.937729,0.996168,0.984185,0.901796,0.749099,0.526282,0.233616,-0.128542,-0.559753,-1.059489,-1.627142,-2.262020,-2.963351,-3.730279,-4.561870,-5.457112
0.003018,-0.731968,-0.240706,0.169428,0.497932,0.744407,0.908553,0.990169,0.989157,0.905516,0.739350,0.490860,0.160350,-0.251778,-0.745021,-1.318780,-1.972355,-2.704949,-3.515670,-4.403530,-5.367448,-6.406249,-7.518667,-8.703348,-9.958848,-11.283636,-12.676100
0.001510,-3.102102,-2.272453,-1.534683,-0.889691,-0.338263,0.118930,0.481329,0.748495,0.920100,0.995937,0.975913,0.860051,0.648494,0.341499,-0.060559,-0.557192,-1.147794,-1.831645,-2.607913,-3.475651,-4.433802,-5.481199,-6.616566,-7.838520,-9.145571,-10.536128
0.000503,-0.144154,0.294379,0.627756,0.855572,0.977548,0.993536,0.903516,0.707599,0.406023,-0.000845,-0.512508,-1.128344,-1.847603,-2.669407,-3.592756,-4.616525,-5.739466,-6.960212,-8.277274,-9.689049,-11.193816,-12.789742,-14.474883,-16.247185,-18.104490,-20.044534
0.000000,-1.943713,-1.193594,-0.552469,-0.021119,0.399810,0.709804,0.908486,0.995613,0.971079,0.834915,0.587286,0.228494,-0.241024,-0.820697,-1.509817,-2.307545,-3.212909,-4.224806,-5.342004,-6.563141,-7.886730,-9.311157,-10.834688,-12.455466,-14.171516,-15.980748
0.000000,0.587286,0.834915,0.971079,0.995613,0.908486,0.709804,0.399810,-0.021119,-0.552469,-1.193594,-1.943713,-2.801911,-3.767143,-4.838233,-6.013876,-7.292639,-8.672965,-10.153172,-11.731457,-13.405896,-15.174450,-17.034964,-18.985171,-21.022695,-23.145054,-25.349661
0.000503,-0.512508,-0.000845,0.406023,0.707599,0.903516,0.993536,0.977548,0.855572,0.627756,0.294379,-0.144154,-0.687308,-1.334421,-2.084706,-2.937248,-3.891008,-4.944825,-6.097414,-7.347371,-8.693173,-10.133181,-11.665641,-13.288684,-15.000334,-16.798506,-18.681008
0.001510,0.975913,0.995937,0.920100,0.748495,0.481329,0.118930,-0.338263,-0.889691,-1.534683,-2.272453,-3.102102,-4.022619,-5.032884,-6.131664,-7.317622,-8.589312,-9.945186,-11.383590,-12.902773,-14.500884,-16.175976,-17.926008,-19.748847,-21.642273,-23.603980,-25.631576
0.003018,0.490860,0.739350,0.905516,0.989157,0.990169,0.908553,0.744407,0.497932,0.169428,-0.240706,-0.731968,-1.303762,-1.955389,-2.686057,-3.494875,-4.380857,-5.342925,-6.379905,-7.490536,-8.673462,-9.927244,-11.250354,-12.641179,-14.098026,-15.619119,-17.202605
0.005026,0.937729,0.808940,0.609957,0.341023,0.002466,-0.405302,-0.881785,-1.426401,-2.038487,-2.717298,-3.462005,-4.271703,-5.145405,-6.082045,-7.080483,-8.139503,-9.257814,-10.434054,-11.666789,-12.954519,-14.295673,-15.688617,-17.131656,-18.623030,-20.160923,-21.743461
