NACA 2412
  9.998323907400e-01  -1.257069450244e-03
  9.995783770903e-01  -1.275527743498e-03
  9.988166080596e-01  -1.330861211404e-03
  9.975478989865e-01  -1.422946095828e-03
  9.957736073841e-01  -1.551577713929e-03
  9.934956308722e-01  -1.716472791911e-03
  9.907164043006e-01  -1.917272658366e-03
  9.874388960793e-01  -2.153547225008e-03
  9.836666037398e-01  -2.424799664350e-03
  9.794035487509e-01  -2.730471677391e-03
  9.746542706194e-01  -3.069949229937e-03
  9.694238203066e-01  -3.442568624120e-03
  9.637177529956e-01  -3.847622762181e-03
  9.575421202446e-01  -4.284367452911e-03
  9.509034615624e-01  -4.752027607431e-03
  9.438087954441e-01  -5.249803170316e-03
  9.362656099021e-01  -5.776874634501e-03
  9.282818525286e-01  -6.332407993956e-03
  9.198659201244e-01  -6.915558996651e-03
  9.110266479237e-01  -7.525476571836e-03
  9.017732984479e-01  -8.161305319841e-03
  8.921155500113e-01  -8.822186969354e-03
  8.820634849063e-01  -9.507260726098e-03
  8.716275772870e-01  -1.021566245774e-02
  8.608186807694e-01  -1.094652268231e-02
  8.496480157628e-01  -1.169896335127e-02
  8.381271565456e-01  -1.247209344242e-02
  8.262680180937e-01  -1.326500340331e-02
  8.140828426688e-01  -1.407675850987e-02
  8.015841861734e-01  -1.490639122965e-02
  7.887849042755e-01  -1.575289270214e-02
  7.756981383066e-01  -1.661520347033e-02
  7.623373009371e-01  -1.749220361794e-02
  7.487160616318e-01  -1.838270248411e-02
  7.348483318908e-01  -1.928542814293e-02
  7.207482502812e-01  -2.019901684725e-02
  7.064301672682e-01  -2.112200264523e-02
  6.919086298551e-01  -2.205280738410e-02
  6.771983660466e-01  -2.298973131751e-02
  6.623142691501e-01  -2.393094453126e-02
  6.472713819353e-01  -2.487447939730e-02
  6.320848806742e-01  -2.581822425636e-02
  6.167700590881e-01  -2.675991851757e-02
  6.013423122295e-01  -2.769714934665e-02
  5.858171203321e-01  -2.862735009536e-02
  5.702100326615e-01  -2.954780060210e-02
  5.545366514058e-01  -3.045562946843e-02
  5.388126156409e-01  -3.134781838861e-02
  5.230535854118e-01  -3.222120857982e-02
  5.072752259681e-01  -3.307250932954e-02
  4.914931921923e-01  -3.389830864443e-02
  4.757231132586e-01  -3.469508595237e-02
  4.599805775566e-01  -3.545922677679e-02
  4.442811179144e-01  -3.618703926991e-02
  4.286401971481e-01  -3.687477246071e-02
  4.130731939641e-01  -3.751863604342e-02
  3.976147868970e-01  -3.811521415528e-02
  3.823675677500e-01  -3.868125149505e-02
  3.672406683303e-01  -3.922403674299e-02
  3.522482984367e-01  -3.973898775966e-02
  3.374045023565e-01  -4.022148398793e-02
  3.227231519145e-01  -4.066689505318e-02
  3.082179401671e-01  -4.107060942021e-02
  2.939023756723e-01  -4.142806278101e-02
  2.797897772568e-01  -4.173476584966e-02
  2.658932691904e-01  -4.198633124786e-02
  2.522257766700e-01  -4.217849917595e-02
  2.388000215100e-01  -4.230716158037e-02
  2.256285179297e-01  -4.236838454875e-02
  2.127235683292e-01  -4.235842868772e-02
  2.000972589436e-01  -4.227376726616e-02
  1.877614552677e-01  -4.211110193749e-02
  1.757277971505e-01  -4.186737588747e-02
  1.640076934647e-01  -4.153978429005e-02
  1.526123162663e-01  -4.112578199041e-02
  1.415525943705e-01  -4.062308837291e-02
  1.308392062858e-01  -4.002968940991e-02
  1.204825724594e-01  -3.934383692664e-02
  1.104928468073e-01  -3.856404515464e-02
