NACA 0012
  1.000000000000e+00  -1.260000000000e-03
  9.997482711916e-01  -1.295314564260e-03
  9.989933382359e-01  -1.401156726173e-03
  9.977359612865e-01  -1.577222614160e-03
  9.959774064154e-01  -1.823008167144e-03
  9.937194443382e-01  -2.137812680503e-03
  9.909643486314e-01  -2.520743688478e-03
  9.877148934427e-01  -2.970723102831e-03
  9.839743506982e-01  -3.486494507192e-03
  9.797464868072e-01  -4.066631487948e-03
  9.750355588705e-01  -4.709546866069e-03
  9.698463103930e-01  -5.413502680331e-03
  9.641839665080e-01  -6.176620761134e-03
  9.580542287160e-01  -6.996893725769e-03
  9.514632691433e-01  -7.872196220784e-03
  9.444177243275e-01  -8.800296234997e-03
  9.369246885349e-01  -9.778866307962e-03
  9.289917066175e-01  -1.080549446304e-02
  9.206267664156e-01  -1.187769470187e-02
  9.118382907149e-01  -1.299291690770e-02
  9.026351287655e-01  -1.414855601835e-02
  8.930265473714e-01  -1.534196034607e-02
  8.830222215595e-01  -1.657043893963e-02
  8.726322248379e-01  -1.783126790498e-02
  8.618670190525e-01  -1.912169562258e-02
  8.507374438532e-01  -2.043894682355e-02
  8.392547057786e-01  -2.178022551074e-02
  8.274303669726e-01  -2.314271673603e-02
  8.152763335423e-01  -2.452358726979e-02
  8.028048435688e-01  -2.591998522306e-02
  7.900284547856e-01  -2.732903870646e-02
  7.769600319331e-01  -2.874785363189e-02
  7.636127338053e-01  -3.017351078383e-02
  7.500000000000e-01  -3.160306230516e-02
  7.361355373863e-01  -3.303352775833e-02
  7.220333063029e-01  -3.446188993571e-02
  7.077075065009e-01  -3.588509060305e-02
  6.931725628466e-01  -3.730002636638e-02
  6.784431107959e-01  -3.870354485610e-02
  6.635339816587e-01  -4.009244142164e-02
  6.484601876641e-01  -4.146345652573e-02
  6.332369068450e-01  -4.281327402018e-02
  6.178794677547e-01  -4.413852047356e-02
  6.024033340326e-01  -4.543576570656e-02
  5.868240888335e-01  -4.670152467341e-02
  5.711574191366e-01  -4.793226080637e-02
  5.554190999505e-01  -4.912439091743e-02
  5.396249784284e-01  -5.027429172533e-02
  5.237909579119e-01  -5.137830804825e-02
  5.079329819174e-01  -5.243276267367e-02
  4.920670180826e-01  -5.343396788645e-02
  4.762090420881e-01  -5.437823860559e-02
  4.603750215716e-01  -5.526190704929e-02
  4.445809000495e-01  -5.608133881777e-02
  4.288425808634e-01  -5.683295025376e-02
  4.131759111665e-01  -5.751322691315e-02
  3.975966659674e-01  -5.811874295176e-02
  3.821205322453e-01  -5.864618121157e-02
  3.667630931550e-01  -5.909235376838e-02
  3.515398123359e-01  -5.945422268588e-02
  3.364660183413e-01  -5.972892070738e-02
  3.215568892041e-01  -5.991377160604e-02
  3.068274371534e-01  -6.000630990919e-02
  2.922924934991e-01  -6.000429971001e-02
  2.779666936971e-01  -5.990575228331e-02
  2.638644626137e-01  -5.970894222848e-02
  2.500000000000e-01  -5.941242187500e-02
  2.363872661947e-01  -5.901503370082e-02
  2.230399680669e-01  -5.851592053447e-02
  2.099715452144e-01  -5.791453333491e-02
  1.971951564312e-01  -5.721063637075e-02
  1.847236664577e-01  -5.640430965074e-02
  1.725696330274e-01  -5.549594849081e-02
  1.607452942214e-01  -5.448626013844e-02
  1.492625561468e-01  -5.337625741279e-02
  1.381329809475e-01  -5.216724935774e-02
  1.273677751621e-01  -5.086082894438e-02
  1.169777784405e-01  -4.945885789971e-02
  1.069734526286e-01  -4.796344877719e-02
  9.736487123447e-02  -4.637694442361e-02
  8.816170928508e-02  -4.470189503341e-02
  7.937323358441e-02  -4.294103301650e-02
  7.100829338251e-02  -4.109724593788e-02
  6.307531146511e-02  -3.917354781623e-02
  5.558227567254e-02  -3.717304909447e-02
  4.853673085669e-02  -3.509892561672e-02
  4.194577128397e-02  -3.295438696322e-02
  3.581603349196e-02  -3.074264450789e-02
  3.015368960705e-02  -2.846687957056e-02
  2.496444112953e-02  -2.613021203912e-02
  2.025351319275e-02  -2.373566983491e-02
  1.602564930182e-02  -2.128615958684e-02
  1.228510655730e-02  -1.878443886853e-02
  9.035651368647e-03  -1.623309033490e-02
  6.280555661803e-03  -1.363449807374e-02
  4.022593584602e-03  -1.099082646141e-02
  2.264038713458e-03  -8.304001782305e-03
  1.006661764058e-03  -5.575696837839e-03
  2.517288084075e-04  -2.807318734353e-03
  0.000000000000e+00  0.000000000000e+00
  2.517288084075e-04  2.807318734353e-03
  1.006661764058e-03  5.575696837839e-03
